,고객ID,가입날짜,최초거래날짜,최근거래날짜,구매횟수,구매제품수,구매원가,할인가,배송료,총결제금액,평균결제금액,평균할인차액,평균할인비율,구매제품평균금액,Cluster
692,USER_0692,953,188,188,3,5,447.02,365.96,18.0,383.96,127.99,-27.02,0.21,73.19,Sleep
693,USER_0693,876,167,167,5,24,432.22,413.6,30.0,443.6,88.72,-3.72,0.04,17.23,Sleep
694,USER_0694,1093,355,355,12,74,2383.3,2293.83,109.66,2403.49,200.29,-7.46,0.04,31.0,Need Attention
695,USER_0695,71,86,85,14,51,2734.25,2656.1,84.0,2740.1,195.72,-5.58,0.03,52.08,Need Attention
696,USER_0696,1457,129,101,3,9,118.16,113.81,18.0,131.81,43.94,-1.45,0.03,12.65,Sleep
697,USER_0697,1100,93,93,1,154,580.0,530.69,6.0,536.69,536.69,-49.31,0.09,3.45,Sleep
698,USER_0698,624,244,77,26,104,4006.62,3863.69,193.69,4057.38,156.05,-5.5,0.04,37.15,Newcomer
699,USER_0699,1275,283,283,6,6,590.6500000000001,564.58,73.97,638.55,106.42,-4.35,0.04,94.1,Sleep
700,USER_0700,659,260,222,2,2,69.83,69.83,12.0,81.83,40.92,0.0,0.0,34.92,Sleep
701,USER_0701,407,136,33,7,81,1535.25,1482.52,43.5,1526.02,218.0,-7.53,0.03,18.3,About to Sleep
702,USER_0702,1128,257,257,9,176,992.12,987.61,92.44,1080.05,120.01,-0.5,0.0,5.61,About to Sleep
703,USER_0703,1065,291,30,55,2020,25605.88,22583.7,399.38,22983.08,417.87,-54.95,0.13,11.18,VVIP
704,USER_0704,1429,193,132,3,4,63.46,52.05,18.0,70.05,23.35,-3.8,0.16,13.01,Sleep
705,USER_0705,1275,6,6,1,3,157.47,157.47,6.5,163.97,163.97,0.0,0.0,52.49,Sleep
706,USER_0706,624,25,25,6,39,173.98000000000002,158.65,37.5,196.15,32.69,-2.56,0.08,4.07,Sleep
707,USER_0707,911,188,188,7,11,370.04,358.62,37.0,395.62,56.52,-1.63,0.03,32.6,Sleep
708,USER_0708,512,173,173,1,3,60.95,57.11,12.99,70.1,70.1,-3.84,0.05,19.04,Sleep
709,USER_0709,1240,256,256,8,117,1212.22,1186.13,62.870000000000005,1249.0,156.12,-3.26,0.02,10.14,About to Sleep
710,USER_0710,1275,123,71,9,28,649.69,629.97,81.97999999999999,711.95,79.11,-2.19,0.03,22.5,Sleep
711,USER_0711,477,59,59,2,4,274.99,272.35,18.99,291.34000000000003,145.67,-1.32,0.01,68.09,Sleep
712,USER_0712,407,74,73,15,253,2825.21,2697.8,118.48,2816.28,187.75,-8.49,0.05,10.66,Need Attention
713,USER_0713,260,318,271,5,11,359.32,340.51,32.5,373.01,74.6,-3.76,0.05,30.96,Sleep
714,USER_0714,799,76,76,5,7,1005.35,974.88,36.99,1011.87,202.37,-6.09,0.03,139.27,About to Sleep
715,USER_0715,876,242,195,9,29,348.16,292.91,60.99,353.9,39.32,-6.14,0.16,10.1,Sleep
716,USER_0716,1128,20,20,7,10,929.0,870.9499999999999,44.5,915.45,130.78,-8.29,0.06,87.1,About to Sleep
717,USER_0717,1317,59,59,5,17,1133.4,1057.98,30.0,1087.98,217.6,-15.08,0.07,62.23,About to Sleep
718,USER_0718,771,350,13,34,557,7171.9,6895.94,442.51,7338.45,215.84,-8.12,0.04,12.38,VIP
719,USER_0719,1240,335,28,11,25,2397.9,2129.79,91.87,2221.66,201.97,-24.37,0.12,85.19,Need Attention
720,USER_0720,71,202,202,6,24,248.51,212.41,57.21,269.62,44.94,-6.02,0.13,8.85,Sleep
721,USER_0721,1429,346,346,9,22,1799.24,1748.92,72.67,1821.59,202.4,-5.59,0.03,79.5,Need Attention
722,USER_0722,1240,96,96,9,19,2035.8,1723.72,67.98,1791.7,199.08,-34.68,0.17,90.72,Need Attention
723,USER_0723,736,162,162,4,7,707.32,689.94,24.0,713.94,178.48,-4.34,0.02,98.56,About to Sleep
724,USER_0724,1093,19,19,8,25,884.6099999999999,851.6899999999999,53.7,905.39,113.17,-4.11,0.04,34.07,About to Sleep
725,USER_0725,1128,259,159,16,264,3967.78,3865.69,220.38,4086.07,255.38,-6.38,0.02,14.64,Newcomer
726,USER_0726,372,257,179,7,74,1824.19,1780.59,61.84,1842.43,263.2,-6.23,0.02,24.06,Need Attention
727,USER_0727,1093,138,88,27,248,3892.06,3582.3,290.5,3872.8,143.44,-11.47,0.08,14.44,Newcomer
728,USER_0728,1527,259,259,10,122,2571.41,2466.67,104.89,2571.5600000000004,257.16,-10.47,0.04,20.22,Need Attention
729,USER_0729,113,204,119,7,23,572.8000000000001,515.4,48.99,564.39,80.63,-8.2,0.1,22.41,Sleep
730,USER_0730,1023,365,79,13,93,1009.07,987.98,85.49,1073.47,82.57,-1.62,0.02,10.62,About to Sleep
731,USER_0731,1240,114,113,30,211,7455.280000000001,6535.85,365.95,6901.8,230.06,-30.65,0.13,30.98,VIP
732,USER_0732,71,270,103,17,182,2111.21,2009.99,150.36,2160.35,127.08,-5.95,0.05,11.04,Need Attention
733,USER_0733,764,337,337,1,56,389.72,375.04,6.5,381.54,381.54,-14.68,0.04,6.7,Sleep
734,USER_0734,624,300,300,17,187,3473.42,2998.28,316.74,3315.02,195.0,-27.95,0.14,16.03,Need Attention
735,USER_0735,365,301,301,3,5,277.89,274.71000000000004,19.5,294.21000000000004,98.07,-1.06,0.01,54.94,Sleep
736,USER_0736,1240,364,13,291,4211,85311.25,82073.95,2331.88,84405.83,290.05,-11.12,0.04,19.49,VVIP
737,USER_0737,1499,179,178,5,27,601.44,587.0799999999999,89.48,676.56,135.31,-2.87,0.02,21.74,Sleep
738,USER_0738,876,114,114,1,1,51.92,51.92,6.0,57.92,57.92,0.0,0.0,51.92,Sleep
739,USER_0739,1429,140,140,10,40,1878.29,1739.0,60.5,1799.5,179.95,-13.93,0.08,43.48,Need Attention
740,USER_0740,1457,257,257,1,22,74.98,71.25,12.48,83.73,83.73,-3.73,0.04,3.24,Sleep
741,USER_0741,953,320,270,17,231,2876.35,2622.92,128.73,2751.65,161.86,-14.91,0.09,11.35,Need Attention
742,USER_0742,1499,70,70,32,70,5689.02,5323.94,262.81,5586.75,174.59,-11.41,0.07,76.06,Newcomer
743,USER_0743,477,137,137,7,29,806.88,672.66,42.5,715.16,102.17,-19.17,0.19,23.2,About to Sleep
744,USER_0744,1457,269,269,2,5,84.47,84.47,13.0,97.47,48.74,0.0,0.0,16.89,Sleep
745,USER_0745,1457,356,356,3,5,618.96,605.46,19.5,624.96,208.32,-4.5,0.02,121.09,Sleep
746,USER_0746,911,324,321,24,2160,23672.66,23074.44,238.91,23313.35,971.39,-24.93,0.03,10.68,VVIP
747,USER_0747,1464,287,287,4,20,1100.87,1080.0,26.0,1106.0,276.5,-5.22,0.02,54.0,About to Sleep
748,USER_0748,1023,293,222,58,701,10459.99,9534.67,554.14,10088.81,173.94,-15.95,0.09,13.6,VVIP
749,USER_0749,1135,265,29,69,283,11590.05,11150.05,517.91,11667.96,169.1,-6.38,0.04,39.4,VVIP
750,USER_0750,71,234,234,5,7,521.13,474.61,36.99,511.6,102.32,-9.3,0.09,67.8,Sleep
751,USER_0751,1023,344,344,2,25,1241.06,1163.17,13.0,1176.17,588.08,-38.94,0.07,46.53,About to Sleep
752,USER_0752,953,42,42,9,16,2267.87,2081.98,55.0,2136.98,237.44,-20.65,0.09,130.12,Need Attention
753,USER_0753,1128,195,195,6,45,1407.54,1297.71,56.9,1354.61,225.77,-18.3,0.08,28.84,About to Sleep
754,USER_0754,1163,137,137,2,8,79.03999999999999,72.61,12.0,84.61,42.3,-3.21,0.08,9.08,Sleep
755,USER_0755,729,328,63,16,229,2729.65,2545.84,114.26,2660.1,166.26,-11.49,0.07,11.12,Need Attention
756,USER_0756,372,199,95,62,477,11255.96,10355.12,658.0,11013.12,177.63,-14.53,0.08,21.71,VVIP
757,USER_0757,337,257,257,1,7,369.97,369.97,16.47,386.44000000000005,386.44,0.0,0.0,52.85,Sleep
758,USER_0758,953,336,210,13,167,1908.48,1617.59,92.48,1710.07,131.54,-22.38,0.17,9.69,Need Attention
759,USER_0759,1527,214,194,10,35,1766.4,1561.3,54.0,1615.3,161.53,-20.51,0.13,44.61,Need Attention
760,USER_0760,1163,199,199,15,48,3080.53,2710.88,98.38,2809.26,187.28,-24.64,0.13,56.48,Need Attention
761,USER_0761,148,108,108,6,11,1235.39,885.5799999999999,36.5,922.08,153.68,-58.3,0.38,80.51,About to Sleep
762,USER_0762,841,38,37,38,61,7980.17,7318.64,269.5,7588.14,199.69,-17.41,0.09,119.98,VIP
763,USER_0763,1492,19,19,2,38,682.6400000000001,621.33,12.0,633.33,316.67,-30.66,0.1,16.35,Sleep
764,USER_0764,225,95,93,4,6,381.34,321.34,24.0,345.34,86.34,-15.0,0.17,53.56,Sleep
765,USER_0765,547,311,292,33,440,6984.2,6573.7300000000005,370.86,6944.59,210.44,-12.44,0.06,14.94,VIP
766,USER_0766,841,85,85,24,68,3469.17,3337.7200000000003,157.98,3495.7,145.65,-5.48,0.04,49.08,Need Attention
767,USER_0767,1100,127,127,5,44,697.24,684.4,24.0,708.4,141.68,-2.57,0.02,15.55,About to Sleep
768,USER_0768,729,35,35,21,54,5597.29,4952.42,135.5,5087.92,242.28,-30.71,0.13,91.71,Newcomer
769,USER_0769,1205,236,236,11,113,1832.52,1762.92,115.36,1878.28,170.75,-6.33,0.04,15.6,Need Attention
770,USER_0770,876,204,204,12,30,1571.51,1376.79,81.69,1458.48,121.54,-16.23,0.13,45.89,About to Sleep
771,USER_0771,148,175,174,33,274,6893.42,6620.07,291.13,6911.2,209.43,-8.28,0.04,24.16,VIP
772,USER_0772,1240,161,160,68,839,14280.08,13736.61,624.53,14361.14,211.19,-7.99,0.04,16.37,VVIP
773,USER_0773,435,325,88,11,88,1622.04,1520.69,131.97,1652.66,150.24,-9.21,0.06,17.28,Need Attention
774,USER_0774,771,223,223,1,1,3.29,2.63,6.0,8.629999999999999,8.63,-0.66,0.08,2.63,Sleep
775,USER_0775,589,202,202,5,63,233.26,231.68,87.13,318.81,63.76,-0.32,0.01,3.68,Sleep
776,USER_0776,764,357,147,12,330,2726.17,2552.64,77.5,2630.14,219.18,-14.46,0.07,7.74,Need Attention
777,USER_0777,71,81,35,9,14,1764.97,1764.69,65.33,1830.02,203.34,-0.03,0.0,126.05,Need Attention
778,USER_0778,435,286,79,85,511,12500.63,11241.17,619.42,11860.59,139.54,-14.82,0.11,22.0,VVIP
779,USER_0779,841,306,291,22,395,4678.7,4218.93,424.76,4643.69,211.08,-20.9,0.1,10.68,Newcomer
780,USER_0780,1429,243,243,39,397,4161.06,3744.73,248.98,3993.71,102.4,-10.68,0.1,9.43,Newcomer
781,USER_0781,477,126,126,1,1,22.64,22.64,16.47,39.11,39.11,0.0,0.0,22.64,Sleep
782,USER_0782,1317,209,209,4,12,154.94,147.66000000000005,31.99,179.65,44.91,-1.82,0.04,12.31,Sleep
783,USER_0783,701,363,54,18,386,4870.24,4738.35,195.94,4934.29,274.13,-7.33,0.03,12.28,Newcomer
784,USER_0784,736,246,221,52,526,7304.610000000001,6880.11,428.15,7308.26,140.54,-8.16,0.06,13.08,VIP
785,USER_0785,260,135,70,28,152,4332.91,4089.54,335.29,4424.83,158.03,-8.69,0.05,26.9,Newcomer
786,USER_0786,1457,357,357,36,417,8711.58,8458.92,278.56,8737.48,242.71,-7.02,0.03,20.29,VIP
787,USER_0787,701,176,44,17,41,3136.39,3038.48,116.0,3154.48,185.56,-5.76,0.03,74.11,Need Attention
788,USER_0788,512,277,96,42,330,9033.63,8094.04,403.39,8497.43,202.32,-22.37,0.11,24.53,VIP
789,USER_0789,771,195,194,29,92,6689.6900000000005,6127.67,262.35,6390.02,220.35,-19.38,0.09,66.61,VIP
790,USER_0790,729,257,118,30,63,4358.06,3605.24,208.47,3813.71,127.12,-25.09,0.2,57.23,Newcomer
791,USER_0791,736,344,344,15,35,2262.55,2155.27,97.5,2252.77,150.18,-7.15,0.05,61.58,Need Attention
792,USER_0792,1205,325,325,12,92,3790.75,3696.49,120.08,3816.57,318.05,-7.86,0.02,40.18,Newcomer
793,USER_0793,1240,238,43,48,357,8404.64,7800.49,437.42,8237.91,171.62,-12.59,0.07,21.85,VIP
794,USER_0794,183,49,40,33,260,9893.42,9020.14,278.58,9298.72,281.78,-26.46,0.09,34.69,VIP
795,USER_0795,1100,307,231,49,240,6340.02,5952.09,446.41,6398.5,130.58,-7.92,0.06,24.8,VIP
796,USER_0796,799,171,171,1,1,86.9,86.9,6.0,92.9,92.9,0.0,0.0,86.9,Sleep
797,USER_0797,1275,201,201,6,26,1622.43,1407.37,42.99,1450.36,241.73,-35.84,0.15,54.13,About to Sleep
798,USER_0798,1023,135,135,1,50,235.34,214.18,12.99,227.17,227.17,-21.16,0.09,4.28,Sleep
799,USER_0799,1100,315,122,57,835,20273.41,18118.89,397.78,18516.67,324.85,-37.8,0.12,21.7,VVIP
800,USER_0800,183,339,199,64,491,11228.56,10717.1,765.6,11482.7,179.42,-7.99,0.04,21.83,VVIP
801,USER_0801,701,40,39,18,35,4062.49,3900.47,124.69,4025.16,223.62,-9.0,0.04,111.44,Newcomer
802,USER_0802,589,270,174,17,139,2956.04,2859.52,147.48,3007.0,176.88,-5.68,0.03,20.57,Need Attention
803,USER_0803,225,171,171,2,35,658.62,650.1700000000001,32.67,682.84,341.42,-4.22,0.01,18.58,Sleep
804,USER_0804,407,21,21,6,57,1498.1,1331.53,44.91,1376.44,229.41,-27.76,0.12,23.36,About to Sleep
805,USER_0805,1205,256,54,18,242,3580.59,3337.17,150.22,3487.39,193.74,-13.52,0.07,13.79,Need Attention
806,USER_0806,1464,348,48,88,1653,18406.39,17645.44,858.01,18503.45,210.27,-8.65,0.04,10.67,VVIP
807,USER_0807,372,289,31,12,20,1521.05,1431.89,113.06,1544.95,128.75,-7.43,0.06,71.59,About to Sleep
808,USER_0808,701,356,356,9,21,2506.79,2395.7,58.5,2454.2,272.69,-12.34,0.05,114.08,Need Attention
809,USER_0809,477,101,101,4,14,561.3299999999999,401.08,30.99,432.07,108.02,-40.06,0.37,28.65,Sleep
810,USER_0810,1240,151,151,6,17,994.27,869.27,36.0,905.27,150.88,-20.83,0.14,51.13,About to Sleep
811,USER_0811,148,146,146,1,3,113.27,113.27,6.0,119.27,119.27,0.0,0.0,37.76,Sleep
812,USER_0812,624,203,124,20,403,4571.51,3941.22,163.19,4104.41,205.22,-31.51,0.15,9.78,Newcomer
813,USER_0813,1457,196,196,13,53,1290.09,1167.11,91.44,1258.55,96.81,-9.46,0.1,22.02,About to Sleep
814,USER_0814,295,124,124,7,30,1006.63,949.72,42.0,991.72,141.67,-8.13,0.06,31.66,About to Sleep
815,USER_0815,148,280,280,14,23,2379.62,2215.46,93.2,2308.66,164.9,-11.73,0.07,96.32,Need Attention
816,USER_0816,953,340,137,47,754,10766.88,10260.48,413.77,10674.25,227.11,-10.77,0.05,13.61,VVIP
817,USER_0817,225,206,206,7,38,1397.76,1275.71,48.91,1324.62,189.23,-17.44,0.09,33.57,About to Sleep
818,USER_0818,372,337,337,13,37,1904.84,1828.51,90.76,1919.27,147.64,-5.87,0.04,49.42,Need Attention
819,USER_0819,736,288,150,2,2,90.59,90.59,13.0,103.59,51.8,0.0,0.0,45.3,Sleep
820,USER_0820,729,348,14,17,160,5035.91,4708.58,294.69,5003.27,294.31,-19.25,0.07,29.43,Newcomer
821,USER_0821,400,265,265,6,15,665.33,621.7,44.98,666.68,111.11,-7.27,0.07,41.45,Sleep
822,USER_0822,729,164,61,5,8,1474.3,1348.65,30.0,1378.65,275.73,-25.13,0.09,168.58,About to Sleep
823,USER_0823,372,203,203,1,150,411.23,340.78,12.99,353.77,353.77,-70.45,0.2,2.27,Sleep
824,USER_0824,729,116,116,17,182,2264.21,2070.47,157.45,2227.92,131.05,-11.4,0.09,11.38,Need Attention
825,USER_0825,1023,270,270,14,75,2531.99,2394.25,128.54,2522.79,180.2,-9.84,0.05,31.92,Need Attention
826,USER_0826,659,125,25,22,430,5898.53,5631.0,158.98,5789.98,263.18,-12.16,0.05,13.1,Newcomer
827,USER_0827,512,234,234,2,182,1037.69,993.07,55.62,1048.69,524.34,-22.31,0.04,5.46,About to Sleep
828,USER_0828,1275,350,26,12,85,2765.98,2500.42,97.69,2598.11,216.51,-22.13,0.1,29.42,Need Attention
829,USER_0829,365,115,41,28,59,3810.24,3525.84,188.99,3714.83,132.67,-10.16,0.08,59.76,Newcomer
830,USER_0830,1492,325,37,47,551,9163.64,8280.22,868.65,9148.87,194.66,-18.8,0.1,15.03,VIP
831,USER_0831,113,269,222,5,21,1107.76,1097.41,76.0,1173.41,234.68,-2.07,0.01,52.26,About to Sleep
832,USER_0832,71,319,318,22,76,2557.64,2375.93,200.3,2576.23,117.1,-8.26,0.07,31.26,Need Attention
833,USER_0833,512,158,14,95,796,17617.420000000002,16392.13,751.19,17143.32,180.46,-12.9,0.07,20.59,VVIP
834,USER_0834,148,250,250,22,85,4001.42,3907.36,132.0,4039.36,183.61,-4.28,0.02,45.97,Newcomer
835,USER_0835,1240,204,129,37,750,7623.79,6946.67,337.02,7283.69,196.86,-18.3,0.09,9.26,VIP
836,USER_0836,701,341,341,4,5,355.8,338.55,26.0,364.55,91.14,-4.31,0.05,67.71,Sleep
837,USER_0837,512,344,34,15,88,2322.73,2116.5,189.03,2305.53,153.7,-13.75,0.09,24.05,Need Attention
838,USER_0838,1387,135,135,5,8,697.69,664.91,30.0,694.91,138.98,-6.56,0.05,83.11,Sleep
839,USER_0839,260,279,258,12,41,2371.59,1971.27,90.8,2062.07,171.84,-33.36,0.19,48.08,Need Attention
840,USER_0840,841,349,349,8,92,1843.4,1771.46,52.0,1823.46,227.93,-8.99,0.04,19.26,Need Attention
841,USER_0841,799,195,195,1,4,64.42,55.85,19.99,75.84,75.84,-8.57,0.11,13.96,Sleep
842,USER_0842,764,327,148,6,36,851.45,839.58,82.31,921.89,153.65,-1.98,0.01,23.32,About to Sleep
843,USER_0843,729,225,65,6,11,623.38,616.74,36.0,652.74,108.79,-1.11,0.01,56.07,Sleep
844,USER_0844,624,189,189,9,19,2052.75,1816.14,81.97,1898.11,210.9,-26.29,0.12,95.59,Need Attention
845,USER_0845,624,1,1,3,10,810.39,803.39,19.5,822.89,274.3,-2.33,0.01,80.34,About to Sleep
846,USER_0846,876,196,196,13,45,2366.3,2192.23,104.43,2296.66,176.67,-13.39,0.08,48.72,Need Attention
847,USER_0847,841,76,76,1,1,208.95,188.06,6.0,194.06,194.06,-20.89,0.11,188.06,Sleep
848,USER_0848,988,143,143,8,32,1064.54,1041.41,48.0,1089.41,136.18,-2.89,0.02,32.54,About to Sleep
849,USER_0849,1065,254,254,6,250,1935.61,1763.6699999999998,83.68,1847.35,307.89,-28.66,0.09,7.05,Need Attention
850,USER_0850,225,313,2,123,889,22308.26,20724.61,1515.32,22239.93,180.81,-12.88,0.07,23.31,VVIP
851,USER_0851,841,257,187,12,33,1294.74,1201.56,92.9,1294.46,107.87,-7.77,0.07,36.41,About to Sleep
852,USER_0852,1023,64,64,2,2,372.85,372.85,12.0,384.85,192.42,0.0,0.0,186.42,Sleep
853,USER_0853,295,80,79,9,137,1929.86,1851.41,60.99,1912.4,212.49,-8.72,0.04,13.51,Need Attention
854,USER_0854,148,207,207,6,86,1047.55,972.33,42.48,1014.81,169.14,-12.54,0.07,11.31,About to Sleep
855,USER_0855,841,340,157,9,20,713.86,704.65,66.47,771.12,85.68,-1.02,0.01,35.23,About to Sleep
856,USER_0856,113,344,35,22,38,3402.66,3273.72,168.0,3441.7200000000003,156.44,-5.86,0.04,86.15,Need Attention
857,USER_0857,1205,100,99,3,54,1155.01,1030.99,18.0,1048.99,349.66,-41.34,0.12,19.09,About to Sleep
858,USER_0858,365,337,337,1,6,27.15,27.15,50.0,77.15,77.15,0.0,0.0,4.52,Sleep
859,USER_0859,1464,128,128,5,26,713.5300000000001,653.62,30.0,683.62,136.72,-11.98,0.09,25.14,Sleep
860,USER_0860,337,341,22,5,19,537.4200000000001,523.28,65.27000000000001,588.5500000000001,117.71,-2.83,0.02,27.54,Sleep
861,USER_0861,225,165,165,5,9,154.43,152.83,30.5,183.33,36.67,-0.32,0.01,16.98,Sleep
862,USER_0862,736,153,153,7,373,4207.51,3955.79,398.62,4354.410000000001,622.06,-35.96,0.06,10.61,Newcomer
863,USER_0863,1387,232,24,14,38,2809.43,2583.42,102.68,2686.1,191.86,-16.14,0.08,67.98,Need Attention
864,USER_0864,148,260,170,32,96,4703.75,4569.79,213.97,4783.76,149.49,-4.19,0.03,47.6,Newcomer
865,USER_0865,589,284,284,18,107,3688.4,3384.2,135.47,3519.67,195.54,-16.9,0.09,31.63,Need Attention
866,USER_0866,1464,301,301,10,179,2177.49,1913.47,218.89,2132.36,213.24,-26.4,0.12,10.69,Need Attention
867,USER_0867,729,363,363,40,332,9038.47,8707.2,598.79,9305.99,232.65,-8.28,0.04,26.23,VIP
868,USER_0868,547,47,28,8,11,1409.6,1351.01,49.5,1400.51,175.06,-7.32,0.04,122.82,About to Sleep
869,USER_0869,407,309,59,78,307,13207.0,12531.84,495.03,13026.87,167.01,-8.66,0.05,40.82,VVIP
870,USER_0870,1065,314,312,46,1060,14167.1,13053.01,608.02,13661.03,296.98,-24.22,0.08,12.31,VVIP
871,USER_0871,1100,246,28,19,87,4585.98,4052.87,121.0,4173.87,219.68,-28.06,0.13,46.58,Newcomer
872,USER_0872,1429,295,294,11,109,1896.79,1572.94,359.0,1931.94,175.63,-29.44,0.17,14.43,Need Attention
873,USER_0873,1205,13,13,1,1,26.44,26.44,6.0,32.44,32.44,0.0,0.0,26.44,Sleep
874,USER_0874,701,307,307,37,583,10377.87,9765.71,310.36,10076.07,272.33,-16.54,0.06,16.75,VVIP
875,USER_0875,1387,310,309,25,119,3820.6,3526.6800000000003,163.74,3690.42,147.62,-11.76,0.08,29.64,Newcomer
876,USER_0876,841,302,285,38,73,5123.030000000001,4546.44,276.76,4823.2,126.93,-15.17,0.12,62.28,Newcomer
877,USER_0877,729,303,303,4,9,403.11,382.0,26.0,408.0,102.0,-5.28,0.05,42.44,Sleep
878,USER_0878,295,54,54,28,302,6383.07,5764.49,219.02,5983.51,213.7,-22.09,0.1,19.09,Newcomer
879,USER_0879,1128,273,125,27,76,4021.76,3832.77,266.73,4099.5,151.83,-7.0,0.05,50.43,Newcomer
880,USER_0880,729,301,301,24,401,4722.4400000000005,4384.71,331.58,4716.29,196.51,-14.07,0.07,10.93,Newcomer
881,USER_0881,911,356,344,6,17,720.3900000000001,719.71,39.0,758.71,126.45,-0.11,0.0,42.34,About to Sleep
882,USER_0882,1100,345,345,14,26,2339.7000000000003,2281.55,113.28,2394.83,171.06,-4.15,0.02,87.75,Need Attention
883,USER_0883,1100,97,97,4,8,1438.9,1376.53,37.99,1414.52,353.63,-15.59,0.04,172.07,About to Sleep
884,USER_0884,407,131,25,7,58,1173.76,1146.69,42.5,1189.19,169.88,-3.87,0.02,19.77,About to Sleep
885,USER_0885,1023,22,22,1,2,8.66,7.43,6.5,13.93,13.93,-1.23,0.09,3.72,Sleep
886,USER_0886,400,260,260,2,111,563.28,563.28,30.92,594.1999999999999,297.1,0.0,0.0,5.07,Sleep
887,USER_0887,1387,209,209,12,210,2175.51,2053.42,100.81,2154.23,179.52,-10.17,0.06,9.78,Need Attention
888,USER_0888,771,306,132,11,45,2604.3,2402.44,82.97,2485.41,225.95,-18.35,0.08,53.39,Need Attention
889,USER_0889,1492,347,347,15,169,2732.81,2652.95,720.0400000000001,3372.99,224.87,-5.32,0.02,15.7,Need Attention
890,USER_0890,799,285,285,9,191,2351.9300000000003,2098.35,72.85,2171.2,241.24,-28.18,0.12,10.99,Need Attention
891,USER_0891,365,73,73,15,80,3000.46,2940.75,96.99,3037.74,202.52,-3.98,0.02,36.76,Need Attention
892,USER_0892,1205,22,22,3,4,438.02,346.64000000000004,19.5,366.14,122.05,-30.46,0.25,86.66,Sleep
893,USER_0893,337,278,166,3,29,332.57000000000005,315.36,68.72999999999999,384.09,128.03,-5.74,0.04,10.87,Sleep
894,USER_0894,400,24,24,2,5,125.91,121.73,12.5,134.23,67.11,-2.09,0.03,24.35,Sleep
895,USER_0895,764,361,220,38,447,6586.54,6223.11,319.42,6542.53,172.17,-9.56,0.06,13.92,VIP
896,USER_0896,764,294,163,5,18,743.6600000000001,616.48,31.5,647.98,129.6,-25.44,0.2,34.25,Sleep
897,USER_0897,1023,303,303,3,14,272.3,220.12,19.5,239.62,79.87,-17.39,0.22,15.72,Sleep
898,USER_0898,799,268,267,9,44,936.14,900.36,58.5,958.86,106.54,-3.98,0.04,20.46,About to Sleep
899,USER_0899,512,237,237,48,516,9372.91,8881.86,387.51,9269.37,193.11,-10.23,0.05,17.21,VIP
900,USER_0900,372,208,208,9,120,1773.98,1673.8300000000002,88.98,1762.81,195.87,-11.13,0.06,13.95,Need Attention
901,USER_0901,183,239,239,14,331,4044.62,3565.76,172.9,3738.66,267.05,-34.2,0.13,10.77,Newcomer
902,USER_0902,372,266,23,33,79,6697.21,6320.66,236.97,6557.63,198.72,-11.41,0.06,80.01,VIP
903,USER_0903,988,331,152,8,15,505.46,505.46,49.5,554.96,69.37,0.0,0.0,33.7,Sleep
904,USER_0904,624,276,270,33,482,7160.77,6567.49,214.5,6781.99,205.51,-17.98,0.09,13.63,VIP
905,USER_0905,1100,248,42,9,37,1057.06,1002.84,54.0,1056.84,117.43,-6.02,0.05,27.1,About to Sleep
906,USER_0906,1240,364,6,31,142,5621.65,5155.95,298.6,5454.55,175.95,-15.02,0.09,36.31,Newcomer
907,USER_0907,1527,16,16,21,45,3907.49,3767.89,161.38,3929.27,187.11,-6.65,0.04,83.73,Newcomer
908,USER_0908,1457,325,109,50,493,8462.24,7986.23,564.72,8550.95,171.02,-9.52,0.06,16.2,VIP
909,USER_0909,799,136,136,2,82,239.66,229.08,18.91,247.99,124.0,-5.29,0.04,2.79,Sleep
910,USER_0910,477,202,202,7,109,1023.88,858.54,81.39,939.93,134.28,-23.62,0.18,7.88,About to Sleep
911,USER_0911,512,344,135,5,14,589.19,567.4100000000001,37.99,605.4,121.08,-4.36,0.04,40.53,Sleep
912,USER_0912,624,65,65,8,24,1129.85,1028.77,48.5,1077.27,134.66,-12.63,0.09,42.87,About to Sleep
913,USER_0913,365,353,353,5,13,1558.55,1550.93,32.5,1583.43,316.69,-1.52,0.0,119.3,Need Attention
914,USER_0914,1387,287,117,21,181,2863.95,2563.89,198.85,2762.74,131.56,-14.29,0.11,14.17,Need Attention
915,USER_0915,659,249,249,5,7,671.3,671.3,30.0,701.3,140.26,0.0,0.0,95.9,Sleep
916,USER_0916,1275,262,261,39,110,8125.18,7897.37,270.47,8167.84,209.43,-5.84,0.03,71.79,VIP
917,USER_0917,435,278,278,14,216,3256.89,2947.32,91.0,3038.32,217.02,-22.11,0.1,13.65,Need Attention
918,USER_0918,701,222,222,8,64,556.3299999999999,494.5,48.0,542.5,67.81,-7.73,0.11,7.73,Sleep
919,USER_0919,477,87,87,12,140,2245.7,2144.49,114.65,2259.14,188.26,-8.43,0.04,15.32,Need Attention
920,USER_0920,1499,285,285,5,8,888.27,770.46,32.5,802.96,160.59,-23.56,0.15,96.31,About to Sleep
921,USER_0921,512,153,153,1,2,23.24,23.24,6.0,29.24,29.24,0.0,0.0,11.62,Sleep
922,USER_0922,1492,364,364,5,13,935.99,910.12,32.5,942.62,188.52,-5.17,0.03,70.01,About to Sleep
923,USER_0923,1527,9,8,3,5,812.55,812.55,38.97,851.52,283.84,0.0,0.0,162.51,About to Sleep
